Player_Name,Age,Height,Weight,Forward,Goalkeeper,Midfielder,Attaking_Midfielder,Center,Defender,Appearances,Substitute(Appearances),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Rating
Melih Kabasakal ,27,0.44,0.472727273,0,0,1,0,1,1,15,2,1350,1,0,2,0,0.8,87.5,0.5,1,6.84
Valmir Veliu ,23,0.42,0.563636364,1,0,0,0,0,0,0,1,45,0,0,0,0,0,75,2,0,6.82
Valon Ethemi ,25,0.46,0.563636364,0,0,1,1,1,0,27,3,2229,12,4,6,0,1.8,70.3,0.4,1,6.76
Okan Erdogan ,24,0.58,0.563636364,0,0,0,0,1,1,30,0,2622,0,1,7,0,0.2,82.5,1.2,0,6.71
Eduard Rroca ,29,0.52,0.563636364,0,0,1,1,1,0,20,3,1721,3,4,8,1,0.9,77,0.8,0,6.71
Onur Ergun ,30,0.58,0.563636364,0,0,1,0,1,1,6,4,601,1,0,3,0,0.9,87.5,0.5,0,6.67
Muammer Sarikaya ,25,0.46,0.563636364,0,0,1,0,1,1,25,6,2204,1,4,7,0,0.7,83.8,0.6,1,6.66
Mehmet Yesil ,25,0.64,0.654545455,0,0,0,0,1,1,26,7,2397,1,0,4,0,0.3,75.9,1.4,0,6.62
David Jensen ,31,0.78,0.872727273,0,1,0,0,0,0,32,0,2880,0,0,4,0,0,63.4,0.4,4,6.59
Demeaco Duhaney ,24,0.48,0.472727273,0,0,1,0,0,1,18,0,1610,1,0,5,0,0.4,81.9,0.7,0,6.58
Jetmir Topalli ,25,0.64,0.563636364,0,0,1,1,1,0,20,8,1740,5,3,3,0,1.4,72.6,1,1,6.55
Duhan Aksu ,25,0.54,0.563636364,0,0,0,0,1,1,25,3,2129,0,0,6,0,0.1,80,0.9,0,6.49
Florian Loshaj ,26,0.36,0.490909091,0,0,1,0,1,0,4,4,356,0,1,1,0,0.9,77.7,0.4,0,6.47
Mahamadou Ba ,23,0.38,0.563636364,0,0,1,0,1,1,14,1,1147,1,0,4,0,0.4,83.8,1,0,6.47
Ali Yasar ,28,0.48,0.563636364,0,0,1,0,0,1,17,8,1550,1,0,2,0,0.3,79.5,0.8,1,6.43
Kerem Sen ,21,0.42,0.563636364,0,0,1,0,0,0,2,5,231,1,0,0,0,0.7,85.7,0.1,0,6.43
Simon Deli ,31,0.72,0.727272727,0,0,0,0,1,1,8,2,706,0,0,1,1,0.5,80.9,1.1,0,6.37
Adi Mehremic ,31,0.66,0.745454545,0,0,0,0,1,1,7,8,644,1,0,0,1,0.3,73.9,1.4,0,6.36
Raymond Frimpong Owusu ,21,0.44,0.454545455,1,0,0,0,0,0,0,1,31,0,0,0,0,0,75,1,0,6.36
Oguzhan Berber ,31,0.4,0.472727273,0,0,1,0,0,1,14,4,1145,0,0,1,0,0.1,76,0.7,0,6.32
Ibrahim Yilmaz ,29,0.56,0.581818182,1,0,0,0,0,0,15,2,1265,0,0,4,0,1.8,68.7,2.5,0,6.31
Emir Gultekin ,22,0.5,0.563636364,1,0,0,0,0,0,11,16,1071,2,2,2,0,1.1,73.8,0.4,0,6.28
Patrick Ebert ,36,0.4,0.436363636,0,0,1,0,1,0,0,7,150,0,0,2,0,0.4,81,0.9,0,6.22
Ertugrul Ersoy ,26,0.62,0.563636364,0,0,0,0,1,1,0,5,51,0,0,1,0,0.2,60,0.2,0,6.13
Alp Arda ,28,0.72,0.563636364,0,1,0,0,0,0,2,0,180,0,0,0,0,0,63.3,0.5,0,6.1
Sindrit Guri ,29,0.66,0.563636364,1,0,0,0,0,0,2,10,243,0,0,0,0,0.5,71.1,1.1,0,6.09
Aldin Cajic ,30,0.58,0.6,0,0,1,0,0,0,0,8,115,0,0,0,0,0.3,85.1,0.3,0,6.07
Vefa Temel ,20,0.38,0.563636364,0,0,1,0,0,0,0,2,19,0,0,0,0,0,87.5,0,0,6.05
Kagan Bagis ,25,0.44,0.563636364,0,0,1,0,0,0,0,9,142,0,0,0,0,0,83.6,0.3,0,6.03
Eslem Ozturk ,25,0.42,0.509090909,0,0,1,0,0,0,0,1,1,0,0,0,0,0,100,0,0,6
Michael Ologo ,20,0.66,0.563636364,0,0,0,0,0,1,4,3,420,0,0,2,0,0.3,85.8,0.6,0,5.99
Ferhat Yazgan ,30,0.54,0.563636364,0,0,1,0,0,0,2,0,119,0,0,1,0,0,79.7,0.5,0,5.97
Dijlan Aydin ,23,0.54,0.563636364,0,0,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,5.95
Kristal Abazaj ,26,0.54,0.563636364,1,0,0,0,0,0,2,3,185,0,0,0,1,0.4,76.7,0,0,5.61
Tolga Cigerci ,31,0.58,0.654545455,0,0,1,0,1,0,16,0,1431,2,3,5,0,1.8,85.5,0.8,2,6.93
Milson ,23,0.36,0.454545455,0,0,1,1,1,0,5,5,466,5,1,2,0,1.8,70.5,0.2,2,6.91
Ali Sowe ,29,0.7,0.727272727,1,0,0,0,0,0,30,2,2752,12,4,0,0,2.3,75.7,1.8,4,6.87
Kevin Malcuit ,31,0.44,0.6,0,0,1,0,1,1,19,1,1669,1,2,4,0,0.8,75.2,1.2,1,6.84
Stelios Kitsiou ,29,0.34,0.472727273,0,0,1,0,1,1,10,2,860,1,1,2,1,1.3,79.4,0.3,0,6.71
Uros Radakovic ,29,0.76,0.818181818,0,0,0,0,1,1,22,0,1960,1,0,1,0,0.5,89.6,2.8,0,6.71
Gokhan Akkan ,28,0.64,0.563636364,0,1,0,0,0,0,23,0,2014,0,0,2,0,0,58,0.3,3,6.66
Emre Kilinc ,28,0.36,0.436363636,0,0,1,1,1,0,24,4,1976,2,2,4,0,1.2,72.8,0.6,0,6.6
Atakan Cankaya ,25,0.48,0.563636364,0,0,1,0,1,1,15,5,1337,0,0,4,0,0.3,81.9,0.7,0,6.57
Andrej Djokanovic ,22,0.42,0.563636364,0,0,1,0,1,0,6,8,761,0,0,1,0,0.2,80.5,1.1,0,6.56
Lamine Diack ,22,0.6,0.563636364,0,0,1,0,1,1,14,12,1385,2,0,7,0,0.5,87.2,0.8,0,6.53
Bahadir Han Gungordu ,27,0.68,0.563636364,0,1,0,0,0,0,11,3,1047,0,0,2,0,0,71.4,0.4,0,6.53
Marlon ,26,0.38,0.672727273,0,0,1,0,0,1,11,2,1003,0,1,1,1,0.4,78.1,0.8,0,6.51
Yasin Gureler ,32,0.62,0.563636364,0,0,0,0,0,1,11,4,838,1,0,4,0,0.4,74.4,1.1,1,6.49
Ghayas Zahid ,28,0.36,0.4,0,0,1,1,1,0,18,10,1417,2,2,1,0,0.6,86.8,0.2,1,6.48
Arda Kizildag ,24,0.62,0.618181818,0,0,0,0,1,1,5,2,452,0,1,2,0,0.3,82.5,1,0,6.47
Abdullah Durak ,36,0.5,0.654545455,0,0,1,0,1,1,2,1,182,0,0,0,0,0.3,91.5,0.3,0,6.47
Taylan Antalyali ,28,0.48,0.563636364,0,0,1,0,1,0,27,3,2146,3,4,3,0,0.9,77.4,0.4,0,6.46
Matej Hanousek ,30,0.52,0.545454545,0,0,1,0,0,1,8,3,816,0,0,2,0,0.3,72.2,0.5,0,6.46
Nihad Mujakic ,25,0.66,0.618181818,0,0,0,0,1,1,32,0,2880,0,0,6,0,0.2,83.7,1.2,0,6.44
Giorgi Beridze ,26,0.36,0.490909091,0,0,1,1,0,0,20,9,1683,4,2,0,0,1.4,73.9,0.4,1,6.44
Gokhan Tore ,31,0.4,0.472727273,1,0,1,0,0,0,1,2,103,0,0,0,0,0.7,86.5,0,0,6.41
Jese ,30,0.44,0.509090909,1,0,1,1,0,0,6,8,579,2,1,1,0,0.9,70.5,0,0,6.39
Anastasios Chatzigiovanis ,26,0.38,0.327272727,0,0,1,0,0,0,7,18,827,1,2,2,0,1.4,81.4,0.2,0,6.38
Pedrinho ,30,0.28,0.436363636,0,0,1,0,1,0,17,11,1343,0,1,1,0,0.8,83.3,0.3,0,6.34
Hasan Ali Kaldirim ,33,0.54,0.563636364,0,0,0,0,0,1,6,2,471,0,0,0,0,0.4,77.8,0.9,0,6.34
Firatcan Uzum ,24,0.44,0.563636364,0,0,1,0,0,0,3,7,399,0,0,1,0,0.5,80.5,0.4,0,6.34
Oguz Ceylan ,32,0.36,0.509090909,0,0,1,0,0,1,9,4,728,0,1,3,0,0.1,81.7,0.9,0,6.3
Gboly Ariyibi ,28,0.54,0.509090909,1,0,0,0,0,0,2,8,278,0,0,0,0,0.5,74.5,0.2,0,6.18
Arda Unyay ,16,0.56,0.563636364,0,0,0,0,0,1,0,1,20,0,0,0,0,0,90,0,0,6.1
Ali Kaan Guneren ,23,0.54,0.490909091,0,0,1,0,0,0,0,3,49,0,0,0,0,0,83.3,0,0,6.05
Bevic Moussiti-Oko ,28,0.56,0.8,1,0,0,0,0,0,0,8,58,0,0,0,0,0.6,76.9,0.3,0,6.05
Pepe ,26,0.54,0.563636364,0,0,1,0,1,0,1,5,125,0,0,2,0,0,85.7,0,0,6.05
Federico Macheda ,31,0.58,0.6,1,0,0,0,0,0,4,7,344,0,0,1,0,0.3,79.7,0.3,0,6.04
Mert Can ,18,0.38,0.563636364,0,0,0,0,0,1,0,1,3,0,0,0,0,0,80,0,0,6.02
Ibrahim Cicek ,16,0.38,0.563636364,0,0,1,0,0,0,0,1,4,0,0,0,0,0,50,0,0,6
Sahverdi Cetin ,22,0.36,0.472727273,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Dogukan Kaya ,23,0.7,0.563636364,0,1,0,0,0,0,1,0,90,0,0,0,0,0,56.3,0,0,5.68
Sinan Osmanoglu ,33,0.82,0.763636364,0,0,0,0,0,1,1,1,95,0,0,1,0,1,86.9,0.5,0,5.64
Eren Derdiyok ,35,0.7,0.836363636,1,0,0,0,0,0,0,1,22,0,0,0,0,0,100,1,0,5.59
Mickael Malsa ,26,0.44,0.454545455,0,0,1,0,1,1,10,0,855,1,0,1,0,1,81.8,0.9,0,7.03
Sadik Ciftpinar ,30,0.54,0.618181818,0,0,0,0,1,1,11,1,1017,1,0,4,0,0.3,83.8,2.5,0,6.88
Valentin Eysseric ,31,0.5,0.527272727,1,0,1,0,1,0,30,2,2597,3,3,10,0,1.8,77.9,0.9,1,6.85
Mortadha Ben Ouanes ,29,0.52,0.618181818,0,0,1,0,0,1,27,2,2387,4,4,7,1,0.8,76.5,0.9,2,6.77
Mounir Chouiar ,24,0.42,0.563636364,0,0,1,1,1,0,12,4,965,2,1,1,0,1.6,80,0.8,1,6.73
Ali Gholizadeh ,27,0.4,0.509090909,1,0,1,1,1,0,1,3,140,0,1,0,0,0.5,78.2,0.3,0,6.69
Fode Koita ,32,0.6,0.763636364,1,0,1,1,0,0,7,7,823,3,1,4,0,1.8,79.1,2.7,2,6.68
Mickael Tirpan ,29,0.42,0.509090909,0,0,1,0,1,1,21,2,1870,0,1,9,0,1,77.5,1.3,0,6.66
Gunay Guvenc ,32,0.62,0.727272727,0,1,0,0,0,0,8,0,720,0,0,0,1,0,52.5,0.1,0,6.66
Mamadou Fall ,31,0.56,0.472727273,1,0,1,1,0,0,34,0,2969,8,3,6,0,1.3,65.9,0.9,0,6.64
Florent Hadergjonaj ,28,0.52,0.527272727,0,0,1,0,1,1,23,2,2022,3,1,3,0,0.3,71.5,0.6,0,6.63
Yasin Ozcan ,17,0.38,0.563636364,0,0,0,0,0,1,15,4,1265,2,1,4,0,0.4,80.4,1.1,1,6.63
Papy Djilobodji ,34,0.74,0.690909091,0,0,1,0,1,1,10,0,900,1,0,2,1,0.3,77.1,1.8,0,6.62
Bersant Celina ,26,0.5,0.290909091,1,0,1,1,1,0,12,6,992,1,1,1,0,1.3,82.1,0.2,1,6.62
Ryan Donk ,37,0.72,0.654545455,0,0,1,0,1,1,19,1,1711,1,1,2,0,0.4,79.6,2,0,6.57
Ertugrul Taskiran ,33,0.7,0.709090909,0,1,0,0,0,0,18,0,1620,0,0,1,0,0,65.3,0.3,3,6.56
Haris Hajradinovic ,29,0.44,0.563636364,1,0,1,0,1,0,27,6,2239,2,2,8,0,1.2,74.7,0.3,0,6.52
Mustafa Eskihellac ,26,0.38,0.509090909,0,0,1,0,0,0,3,2,236,0,0,0,0,0.8,72.1,0.2,0,6.51
Erdem Canpolat ,22,0.76,0.745454545,0,1,0,0,0,0,10,1,812,0,0,1,0,0,64.1,0,0,6.49
Aytac Kara ,30,0.64,0.690909091,0,0,1,0,1,0,15,17,1495,3,1,5,0,1.1,86.6,0.5,1,6.49
Fabiano ,23,0.38,0.472727273,0,0,1,0,0,1,9,0,792,0,0,2,0,0.3,77.4,1.1,0,6.48
Tarkan Serbest ,29,0.56,0.636363636,0,0,1,0,1,1,8,3,647,0,0,1,0,0,86.7,0.7,1,6.47
Stephane Bahoken ,31,0.58,0.618181818,1,0,0,0,0,0,18,8,1565,4,2,3,0,1.7,77.5,1.2,1,6.46
Raoul Petretta ,26,0.38,0.472727273,0,0,1,0,0,1,6,3,519,1,0,4,0,0.2,81.2,1,0,6.43
Daniel Graovac ,29,0.56,0.581818182,0,0,0,0,1,1,11,3,1038,0,0,1,0,0.4,79.4,1.7,0,6.41
Turgay Gemicibasi ,27,0.48,0.563636364,0,0,1,0,0,0,3,3,301,0,0,2,0,0,82.1,0.3,0,6.38
Feyzi Yildirim ,27,0.38,0.418181818,0,0,0,0,0,1,0,2,90,0,0,1,0,0,79.3,0.5,0,6.36
Jeffrey Bruma ,31,0.68,0.8,0,0,0,0,1,1,8,2,725,0,0,1,0,0.1,84.1,1.8,0,6.32
Oguzhan Yilmaz ,20,0.38,0.563636364,0,0,1,0,0,0,0,1,8,0,0,0,0,0,50,0,0,6.29
Ahmet Engin ,26,0.48,0.563636364,0,0,1,1,1,0,6,21,713,1,3,2,0,0.6,71,0.2,0,6.23
Berat Kalkan ,20,0.38,0.563636364,0,0,1,0,0,0,0,10,126,0,0,1,0,0.2,65.7,0.2,0,6.06
Taylan Aydin ,17,0.38,0.563636364,0,0,0,0,0,1,0,1,4,0,0,0,0,0,100,0,0,6.05
Yunus Malli ,31,0.46,0.509090909,1,0,1,0,1,0,0,9,147,0,0,0,0,0.2,78.9,0.3,0,6.05
Tunay Torun ,33,0.4,0.563636364,0,0,1,0,1,0,0,9,48,0,0,0,0,0.1,71.4,0.1,0,6.04
Selim Dilli ,25,0.42,0.563636364,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,6
Ali Demirel ,20,0.38,0.563636364,0,0,1,0,0,0,2,6,158,0,0,0,0,0.1,80,0.1,0,5.99
Erdem Cetinkaya ,22,0.42,0.563636364,1,0,0,0,0,0,0,2,31,0,0,0,0,0.5,37.5,0.5,0,5.97
Recep Yemisci ,24,0.54,0.563636364,0,0,0,0,0,1,1,0,46,0,0,0,0,0,66.7,0,0,5.84
Hasan Yesilyurt ,22,0.38,0.563636364,0,0,1,0,0,0,1,0,16,0,0,0,1,0,100,0,0,4.98
Onur Bulut ,29,0.46,0.454545455,0,0,1,0,0,1,21,0,1890,3,3,1,0,0.8,82.9,0.9,3,6.88
Carlos Mane ,29,0.34,0.345454545,1,0,1,0,0,0,18,7,1472,4,4,0,0,1,76.5,0.4,1,6.86
Miguel Cardoso ,29,0.4,0.527272727,1,0,1,0,1,0,28,3,2351,7,6,8,0,1.8,78.7,0.9,3,6.81
Gustavo Campanharo ,31,0.44,0.4,0,0,1,0,1,0,21,3,1713,0,1,1,0,0.3,89.3,0.8,0,6.77
Mame Thiam ,30,0.58,0.636363636,1,0,1,1,0,0,22,5,1939,9,2,2,0,1.7,75.4,1.9,3,6.76
Bernard Mensah ,28,0.5,0.527272727,0,0,1,0,1,0,20,7,1796,5,3,7,0,1.7,87.9,0.5,0,6.7
Majid Hosseini ,27,0.62,0.618181818,0,0,0,0,1,1,24,1,2032,2,1,6,1,0.4,87.7,1.7,0,6.68
Olivier Kemen ,26,0.42,0.581818182,0,0,1,0,1,0,24,4,1946,3,4,6,0,1,81.7,0.5,2,6.68
Lionel Carole ,32,0.52,0.636363636,0,0,1,0,1,1,23,0,2004,0,1,4,0,0.3,81.8,1.3,1,6.67
Gokhan Sazdagi ,28,0.48,0.563636364,1,0,1,0,0,1,20,11,1993,1,5,4,0,0.8,77.3,1.7,1,6.66
Arif Kocaman ,19,0.56,0.563636364,0,0,0,0,1,1,12,2,1065,1,0,1,0,0.2,84,2.1,1,6.66
Bilal Bayazit ,24,0.58,0.563636364,0,1,0,0,0,0,30,0,2693,0,0,2,1,0,69.8,0.2,1,6.57
Emrah Bassan ,31,0.42,0.454545455,0,0,1,1,0,0,13,13,1219,2,4,1,0,1.2,82.9,0.4,1,6.53
Ali Karimi ,29,0.6,0.618181818,0,0,1,0,1,1,10,10,953,2,0,2,1,0.9,81.3,0.9,0,6.51
Mario Gavranovic ,33,0.38,0.581818182,1,0,0,0,0,0,14,8,1218,4,1,2,0,1,76.2,0.3,0,6.42
Andrea Bertolacci ,32,0.46,0.563636364,0,0,1,0,1,0,3,4,244,1,0,1,0,0.7,75.2,0.3,0,6.39
Dimitrios Kolovetsios ,31,0.54,0.6,0,0,0,0,1,1,29,1,2615,0,0,3,0,0.5,89.8,1,0,6.37
Ramazan Civelek ,27,0.3,0.472727273,0,0,1,0,1,1,12,17,1146,2,2,2,0,0.5,83.4,0,1,6.37
Ilhan Parlak ,36,0.5,0.509090909,1,0,1,1,1,0,4,18,547,2,1,2,0,0.8,64.3,1,0,6.32
Joseph Attamah ,29,0.48,0.509090909,0,0,1,0,1,1,7,2,646,0,0,1,0,0.3,90.8,0.3,0,6.31
Anthony Uzodimma ,24,0.4,0.563636364,0,0,1,0,1,1,8,8,846,1,0,1,0,0.2,87.8,0.4,0,6.27
Yaw Ackah ,24,0.26,0.381818182,0,0,1,0,1,1,4,11,422,0,0,2,1,0,89.6,0.2,0,6.14
Mustafa Pektemek ,34,0.52,0.509090909,1,0,1,1,1,0,2,10,233,0,0,1,0,0.5,77.1,1.1,0,6.14
Talha Sariarslan ,19,0.38,0.563636364,1,0,0,0,0,0,1,5,61,0,0,0,0,0.3,68.8,0.7,0,6.1
Baran Gezek ,17,0.38,0.563636364,0,0,1,0,0,0,1,4,113,0,0,0,0,0,90.9,0.2,0,6.05
Berat Eskin ,18,0.38,0.563636364,0,0,1,0,0,0,0,2,12,0,0,0,0,0,62.5,0,0,6.04
Ahmet Malatyali ,19,0.38,0.563636364,0,0,1,0,0,0,0,1,1,0,0,0,0,0,100,0,0,6
Cenk Gonen ,35,0.68,0.727272727,0,1,0,0,0,0,4,1,365,0,0,0,0,0,75.2,0,0,5.6
Guilherme ,33,0.48,0.636363636,0,0,0,0,0,1,34,0,3060,2,9,3,0,0.4,79.7,1.1,1,7.15
Marlos Moreno ,26,0.3,0.4,0,0,1,1,0,0,12,0,883,1,2,3,0,1.8,79.5,0.6,0,7.07
Alejandro Pozuelo ,31,0.28,0.563636364,1,0,1,0,1,0,11,1,816,4,3,1,0,0.9,86.7,0.5,2,7.06
Amir Hadziahmetovic ,26,0.46,0.490909091,0,0,1,0,1,0,18,0,1620,3,2,2,0,1.3,85.2,0.5,1,6.97
Ahmet Oguz ,30,0.4,0.709090909,0,0,0,0,0,1,31,0,2632,0,3,8,0,0.3,77.6,1,1,6.96
Muhammet Demir ,31,0.48,0.545454545,1,0,0,0,0,0,17,4,1416,6,0,2,0,1.8,73.7,1.6,2,6.83
Francisco Calvo ,30,0.48,0.654545455,0,0,0,0,1,1,31,0,2771,3,0,12,0,0.7,85.9,2.2,1,6.82
Mame Diouf ,35,0.58,0.636363636,1,0,1,0,0,0,17,11,1643,9,1,0,1,2.1,62.4,3.2,3,6.78
Soner Dikmen ,29,0.46,0.563636364,0,0,1,0,1,0,29,3,2527,5,1,3,0,1.3,87,0.5,1,6.65
Zymer Bytyqi ,26,0.4,0.472727273,0,0,1,1,0,0,18,1,1499,0,1,2,0,1.3,81.5,0,1,6.57
Adil Demirbag ,25,0.58,0.563636364,0,0,0,0,1,1,27,0,2394,0,0,9,1,0.7,90,2.1,0,6.56
Ibrahim Sehic ,34,0.68,0.654545455,0,1,0,0,0,0,29,0,2609,0,0,3,1,0,80.1,0.2,0,6.54
Sokol Cikalleshi ,32,0.58,0.472727273,1,0,1,1,0,0,1,1,103,0,0,0,0,1,66.7,1,0,6.52
Ugurcan Yazgili ,24,0.56,0.563636364,0,0,0,0,1,1,8,6,756,1,0,1,0,0.3,85.7,0.9,0,6.47
Bruno Paz ,25,0.52,0.672727273,0,0,1,0,1,1,10,18,1283,1,2,5,0,0.4,86.8,0.5,1,6.43
Endri Cekici ,26,0.44,0.327272727,0,0,1,0,1,0,13,7,1107,2,0,3,0,2,80.1,0.8,0,6.42
Mahir Emreli ,26,0.58,0.563636364,1,0,1,1,0,0,7,5,623,2,0,3,0,1.5,79.1,0.8,0,6.35
Andreas Bouchalakis ,30,0.6,0.690909091,0,0,1,0,1,1,11,1,733,0,0,2,0,0.3,84.1,0.3,0,6.34
Robert Muric ,27,0.48,0.581818182,0,0,1,1,0,0,7,21,786,0,1,2,0,0.6,74.7,0,0,6.32
Erhan Erenturk ,28,0.68,0.745454545,0,1,0,0,0,0,5,0,450,0,0,0,0,0,58,0,1,6.29
Konrad Michalak ,25,0.4,0.309090909,0,0,1,1,0,0,21,5,1626,0,0,2,0,0.8,81.2,0.1,0,6.28
Niko Rak ,19,0.38,0.563636364,0,0,1,0,0,0,0,1,20,0,0,0,0,0,100,1,0,6.28
Amar Rahmanovic ,29,0.7,0.690909091,1,0,1,1,1,0,3,2,218,0,0,0,0,0.6,76.8,1.2,0,6.27
Domagoj Pavicic ,29,0.46,0.581818182,0,0,1,1,1,0,2,5,210,0,0,0,0,0.4,87.3,0.1,0,6.25
Cebrail Karayel ,28,0.4,0.563636364,0,0,0,0,0,1,3,13,475,0,1,1,0,0.1,82,0.1,0,6.19
Amilton ,33,0.32,0.436363636,1,0,1,1,1,0,2,5,217,0,0,1,0,0.4,77.5,0.6,0,6.18
Mehmet Buyuksayar ,19,0.38,0.563636364,0,0,1,0,0,0,0,7,109,0,0,0,0,0.4,83,0,0,6.14
Ogulcan Ulgun ,25,0.44,0.509090909,0,0,1,0,1,1,5,13,535,2,0,7,1,0.6,86.5,0.4,0,6.12
Uche Ikpeazu ,28,0.7,0.618181818,1,0,0,0,0,0,0,15,189,0,1,3,1,0.7,72.4,0.5,0,6.05
Kahraman Demirtas ,29,0.56,0.690909091,0,0,0,0,1,1,2,5,247,0,0,1,0,0,89.5,0.4,0,6.01
Yasir Subasi ,27,0.48,0.527272727,0,0,0,0,0,1,0,1,13,0,0,0,0,0,100,0,0,5.96
Fabio Borini ,32,0.48,0.527272727,1,0,1,0,1,0,29,1,2383,19,8,6,0,2.6,71.4,0.6,11,7.44
Mbaye Diagne ,31,0.7,0.763636364,1,0,0,0,0,0,28,5,2512,23,5,6,0,2.3,68.9,2.1,4,7.14
Caner Erkin ,34,0.5,0.581818182,0,0,1,0,0,1,12,0,1080,0,6,2,0,0.5,71.9,1,1,6.84
Brahim Darri ,28,0.38,0.581818182,0,0,1,1,0,0,0,1,10,0,1,0,0,0,80,0,0,6.8
Magomed Ozdoev ,30,0.56,0.6,0,0,1,0,1,0,32,1,2752,5,3,7,0,1.2,83.5,0.5,1,6.78
Matteo Ricci ,29,0.4,0.436363636,0,0,1,0,1,0,14,2,1233,1,4,4,0,0.8,84.5,0.8,0,6.73
Steven Caulker ,31,0.7,0.581818182,0,0,0,0,1,1,4,2,382,1,0,0,0,0.5,85.9,1,0,6.72
Saba Lobzhanidze ,28,0.4,0.509090909,0,0,1,0,0,0,8,2,648,2,2,0,0,1.5,84.8,0,1,6.69
Emiliano Viviano ,37,0.78,0.836363636,0,1,0,0,0,0,17,1,1502,0,0,4,0,0,70.9,0.2,1,6.68
Ibrahim Dresevic ,26,0.6,0.672727273,0,0,1,0,1,1,32,0,2880,1,0,4,0,0.2,89.3,1,0,6.67
Rayyan Baniya ,24,0.76,0.745454545,0,0,0,0,1,1,25,0,2250,2,0,4,0,0.4,86.9,1.4,0,6.66
Jean Kouassi ,28,0.48,0.345454545,1,0,1,1,0,0,9,3,803,3,1,1,0,1.5,67.3,0.4,0,6.62
Levent Mercan ,22,0.4,0.454545455,0,0,1,0,1,1,23,6,2096,2,1,1,0,0.3,76.4,0.6,0,6.62
Ebrima Colley ,23,0.48,0.472727273,0,0,1,1,0,0,18,9,1480,1,6,3,1,0.9,77.2,0.2,0,6.59
Davide Biraschi ,29,0.52,0.527272727,0,0,1,0,1,1,28,1,2481,2,0,4,1,0.4,74.7,1.4,0,6.53
Kerim Frei ,29,0.3,0.472727273,0,0,1,1,0,0,5,13,536,3,0,0,0,0.3,85.8,0.1,1,6.5
Andrea Bertolacci ,32,0.46,0.563636364,0,0,1,0,1,0,11,3,838,0,3,5,0,0.4,80.9,0.1,0,6.49
Batuhan Sen ,24,0.76,0.618181818,0,1,0,0,0,0,18,0,1555,0,0,1,0,0,81.5,0.2,0,6.48
Jimmy Durmaz ,34,0.48,0.454545455,0,0,1,0,1,0,11,2,967,0,0,2,0,1.2,83.1,0.2,0,6.46
Sofiane Feghouli ,33,0.42,0.563636364,0,0,1,0,1,0,3,6,313,0,1,1,0,0.8,85.5,0,1,6.44
Salih Dursun ,31,0.64,0.636363636,0,0,1,0,1,1,9,13,867,1,1,4,0,0.4,79.3,0.6,0,6.36
Otabek Shukurov ,27,0.54,0.545454545,0,0,1,0,1,0,23,5,1983,1,1,9,1,0.6,85.8,0.8,0,6.34
Lawrence Nicholas ,22,0.64,0.618181818,0,0,1,0,1,0,5,14,502,0,0,4,0,0.4,79.5,0.5,0,6.26
Bruno Rodrigues ,22,0.72,0.563636364,0,0,0,0,1,1,3,2,282,0,0,1,0,0,91.8,0.6,0,6.25
Burak Kapacak ,23,0.48,0.563636364,0,0,1,0,0,1,1,12,247,1,1,2,0,0.2,76.4,0.1,0,6.22
Efecan Mizrakci ,19,0.34,0.309090909,0,0,0,0,0,1,0,1,9,0,0,0,0,0,100,0,0,6.2
Colin Kazim-Richards ,36,0.62,0.472727273,1,0,1,1,0,0,2,15,284,0,1,1,0,0.3,80,0.9,0,6.12
Samed Onur ,20,0.38,0.418181818,0,0,1,0,0,0,0,6,67,0,0,0,0,0.3,80.5,0.2,0,6.11
Adem Ljajic ,31,0.52,0.654545455,1,0,1,1,1,0,0,9,97,0,1,0,0,0.3,90,0,0,6.08
Adnan Ugur ,22,0.36,0.563636364,0,0,1,0,1,1,1,10,189,0,0,1,1,0.3,83,0.2,0,6.08
Burak Bekaroglu ,26,0.7,0.563636364,0,0,0,0,1,1,2,0,180,0,0,0,0,1,84.8,0,0,6.08
Cem Kablan ,23,0.72,0.563636364,0,1,0,0,0,0,0,1,4,0,0,0,0,0,100,0,0,6.05
Ahmed Musa ,30,0.3,0.4,1,0,1,0,1,0,1,2,107,0,0,1,0,0,65.5,0,0,6.02
Emir Tintis ,19,0.62,0.563636364,0,0,0,0,0,1,1,0,80,0,0,0,0,0,91.3,1,0,5.99
Deniz Dilmen ,18,0.38,0.563636364,0,1,0,0,0,0,1,0,90,0,0,0,0,0,58.7,1,1,9.01
Nacer Chadli ,33,0.62,0.745454545,1,0,1,0,1,0,1,0,62,1,0,0,0,3,74.1,0,0,7.17
Youssouf Ndayishimiye ,24,0.54,0.563636364,0,0,1,0,1,1,17,0,1493,4,0,8,0,1.1,90.1,2.6,3,6.98
Mounir Chouiar ,24,0.42,0.563636364,0,0,1,1,1,0,12,4,957,1,4,1,0,1.7,76.6,0.6,2,6.89
Leo Duarte ,26,0.54,0.581818182,0,0,0,0,1,1,28,2,2506,0,1,3,0,0.5,90.1,2.1,1,6.85
